strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pangolin_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing
hCoV-19/England/LSPA-3DD0874/2022	betacoronavirus	EPI_ISL_12469892	?	2022-04-25	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29709	Human	unknown	unknown	?	BA.4	GRA	Rosalind Franklin Laboratory	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Donald Fraser, Suki Lee, Rob Howes, The Rosalind Franklin Laboratory and Alex Alderton, Roberto Amato, Jeffrey Barrett, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team	https://www.gisaid.org/	?	?	2022-05-02	?
hCoV-19/England/LSPA-3DD04BC/2022	betacoronavirus	EPI_ISL_12470002	?	2022-04-25	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29709	Human	unknown	unknown	?	BA.4	GRA	Rosalind Franklin Laboratory	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Donald Fraser, Suki Lee, Rob Howes, The Rosalind Franklin Laboratory and Alex Alderton, Roberto Amato, Jeffrey Barrett, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team	https://www.gisaid.org/	?	?	2022-05-02	?
hCoV-19/USA/ID-IBL-814753/2022	betacoronavirus	EPI_ISL_12471213	?	2022-04-19	North America	USA	Idaho		North America	USA	Idaho	genome	29647	Human	80	Female	?	BA.4	GRA	Idaho Bureau of Laboratories	Idaho Bureau of Laboratories	"R. Beukelman, Marcelo Ayllon, Aimee Ceniseros, Drew Pomeroy, Robert L. Voermans, Christopher Ball"	https://www.gisaid.org/	?	?	2022-05-02	?
hCoV-19/Netherlands/NH-AUMC-018612/2022	betacoronavirus	EPI_ISL_12471284	?	2022-04-30	Europe	Netherlands	Noord-Holland		Europe	Netherlands	Noord-Holland	genome	29649	Human	unknown	unknown	?	BA.4	GRA	Department of Medical Microbiology & Infection prevention, Amsterdam University Medical Centers location AMC	Department of Medical Microbiology & Infection prevention, Amsterdam University Medical Centers location AMC	Matthijs Welkers, Jelle Koopsen, Robin van Houdt, Marcel Jonges, Sebastien Matamoros, Sjoerd Rebers, Fokla Zorgdrager, Sylvia Bruisten, Judith den Uil, Akke Cornelissen, Janke Schinkel, Menno de Jong, Tjalling Leenstra and Mariken van der Lubben on behalf of the Amsterdam Regional Genomic epidemiology and Outbreak Surveillance (ARGOS) consortium	https://www.gisaid.org/	?	?	2022-05-02	?
hCoV-19/Austria/LB-R00072-S314/2022	betacoronavirus	EPI_ISL_12472109	?	2022-04-25	Europe	Austria	Vienna		Europe	Austria	Vienna	genome	29366	Human	unknown	unknown	?	BA.4	GRA	Lifebrain Covid Labor GmbH	Lifebrain Covid Labor GmbH	Filip Sima, Alexandra Wagner, Kristina Bavrka Kolenc, Lucia Castello, Hannes Hagen, Abhishek Mitra, So Jung Han	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/Austria/LB-R00072-S316/2022	betacoronavirus	EPI_ISL_12472111	?	2022-04-27	Europe	Austria	Vienna		Europe	Austria	Vienna	genome	29410	Human	unknown	unknown	?	BA.4	GRA	Lifebrain Covid Labor GmbH	Lifebrain Covid Labor GmbH	Filip Sima, Alexandra Wagner, Kristina Bavrka Kolenc, Lucia Castello, Hannes Hagen, Abhishek Mitra, So Jung Han	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/Austria/LB-R00072-S319/2022	betacoronavirus	EPI_ISL_12472114	?	2022-04-27	Europe	Austria	Vienna		Europe	Austria	Vienna	genome	29346	Human	unknown	unknown	?	BA.4	GRA	Lifebrain Covid Labor GmbH	Lifebrain Covid Labor GmbH	Filip Sima, Alexandra Wagner, Kristina Bavrka Kolenc, Lucia Castello, Hannes Hagen, Abhishek Mitra, So Jung Han	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/Austria/LB-R00072-S324/2022	betacoronavirus	EPI_ISL_12472118	?	2022-04-28	Europe	Austria	Vienna		Europe	Austria	Vienna	genome	29372	Human	unknown	unknown	?	BA.4	GRA	Lifebrain Covid Labor GmbH	Lifebrain Covid Labor GmbH	Filip Sima, Alexandra Wagner, Kristina Bavrka Kolenc, Lucia Castello, Hannes Hagen, Abhishek Mitra, So Jung Han	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/Austria/LB-R00072-S329/2022	betacoronavirus	EPI_ISL_12472123	?	2022-04-25	Europe	Austria	Vienna		Europe	Austria	Vienna	genome	29743	Human	unknown	unknown	?	BA.4	GRA	Lifebrain Covid Labor GmbH	Lifebrain Covid Labor GmbH	Filip Sima, Alexandra Wagner, Kristina Bavrka Kolenc, Lucia Castello, Hannes Hagen, Abhishek Mitra, So Jung Han	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/Austria/LB-R00072-S330/2022	betacoronavirus	EPI_ISL_12472124	?	2022-04-27	Europe	Austria	Vienna		Europe	Austria	Vienna	genome	29346	Human	unknown	unknown	?	BA.4	GRA	Lifebrain Covid Labor GmbH	Lifebrain Covid Labor GmbH	Filip Sima, Alexandra Wagner, Kristina Bavrka Kolenc, Lucia Castello, Hannes Hagen, Abhishek Mitra, So Jung Han	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/Austria/LB-R00072-S334/2022	betacoronavirus	EPI_ISL_12472127	?	2022-04-26	Europe	Austria	Vienna		Europe	Austria	Vienna	genome	29774	Human	unknown	unknown	?	BA.4	GRA	Lifebrain Covid Labor GmbH	Lifebrain Covid Labor GmbH	Filip Sima, Alexandra Wagner, Kristina Bavrka Kolenc, Lucia Castello, Hannes Hagen, Abhishek Mitra, So Jung Han	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/Austria/LB-R00072-S335/2022	betacoronavirus	EPI_ISL_12472128	?	2022-04-27	Europe	Austria	Vienna		Europe	Austria	Vienna	genome	29361	Human	unknown	unknown	?	BA.4	GRA	Lifebrain Covid Labor GmbH	Lifebrain Covid Labor GmbH	Filip Sima, Alexandra Wagner, Kristina Bavrka Kolenc, Lucia Castello, Hannes Hagen, Abhishek Mitra, So Jung Han	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/Austria/LB-R00072-S336/2022	betacoronavirus	EPI_ISL_12472129	?	2022-04-27	Europe	Austria	Vienna		Europe	Austria	Vienna	genome	29743	Human	unknown	unknown	?	BA.4	GRA	Lifebrain Covid Labor GmbH	Lifebrain Covid Labor GmbH	Filip Sima, Alexandra Wagner, Kristina Bavrka Kolenc, Lucia Castello, Hannes Hagen, Abhishek Mitra, So Jung Han	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/Austria/LB-R00072-S337/2022	betacoronavirus	EPI_ISL_12472130	?	2022-04-26	Europe	Austria	Vienna		Europe	Austria	Vienna	genome	29347	Human	unknown	unknown	?	BA.4	GRA	Lifebrain Covid Labor GmbH	Lifebrain Covid Labor GmbH	Filip Sima, Alexandra Wagner, Kristina Bavrka Kolenc, Lucia Castello, Hannes Hagen, Abhishek Mitra, So Jung Han	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/Austria/LB-R00072-S338/2022	betacoronavirus	EPI_ISL_12472131	?	2022-04-27	Europe	Austria	Vienna		Europe	Austria	Vienna	genome	29365	Human	unknown	unknown	?	BA.4	GRA	Lifebrain Covid Labor GmbH	Lifebrain Covid Labor GmbH	Filip Sima, Alexandra Wagner, Kristina Bavrka Kolenc, Lucia Castello, Hannes Hagen, Abhishek Mitra, So Jung Han	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/Austria/LB-R00072-S340/2022	betacoronavirus	EPI_ISL_12472133	?	2022-04-27	Europe	Austria	Vienna		Europe	Austria	Vienna	genome	29346	Human	unknown	unknown	?	BA.4	GRA	Lifebrain Covid Labor GmbH	Lifebrain Covid Labor GmbH	Filip Sima, Alexandra Wagner, Kristina Bavrka Kolenc, Lucia Castello, Hannes Hagen, Abhishek Mitra, So Jung Han	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/Austria/LB-R00072-S343/2022	betacoronavirus	EPI_ISL_12472136	?	2022-04-27	Europe	Austria	Vienna		Europe	Austria	Vienna	genome	29366	Human	unknown	unknown	?	BA.4	GRA	Lifebrain Covid Labor GmbH	Lifebrain Covid Labor GmbH	Filip Sima, Alexandra Wagner, Kristina Bavrka Kolenc, Lucia Castello, Hannes Hagen, Abhishek Mitra, So Jung Han	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/Austria/LB-R00072-S344/2022	betacoronavirus	EPI_ISL_12472137	?	2022-04-27	Europe	Austria	Vienna		Europe	Austria	Vienna	genome	29353	Human	unknown	unknown	?	BA.4	GRA	Lifebrain Covid Labor GmbH	Lifebrain Covid Labor GmbH	Filip Sima, Alexandra Wagner, Kristina Bavrka Kolenc, Lucia Castello, Hannes Hagen, Abhishek Mitra, So Jung Han	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/Austria/LB-R00072-S345/2022	betacoronavirus	EPI_ISL_12472138	?	2022-04-26	Europe	Austria	Vienna		Europe	Austria	Vienna	genome	29396	Human	unknown	unknown	?	BA.4	GRA	Lifebrain Covid Labor GmbH	Lifebrain Covid Labor GmbH	Filip Sima, Alexandra Wagner, Kristina Bavrka Kolenc, Lucia Castello, Hannes Hagen, Abhishek Mitra, So Jung Han	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/Austria/LB-R00072-S346/2022	betacoronavirus	EPI_ISL_12472139	?	2022-04-26	Europe	Austria	Vienna		Europe	Austria	Vienna	genome	29379	Human	unknown	unknown	?	BA.4	GRA	Lifebrain Covid Labor GmbH	Lifebrain Covid Labor GmbH	Filip Sima, Alexandra Wagner, Kristina Bavrka Kolenc, Lucia Castello, Hannes Hagen, Abhishek Mitra, So Jung Han	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/Austria/LB-R00072-S349/2022	betacoronavirus	EPI_ISL_12472142	?	2022-04-25	Europe	Austria	Vienna		Europe	Austria	Vienna	genome	29389	Human	unknown	unknown	?	BA.4	GRA	Lifebrain Covid Labor GmbH	Lifebrain Covid Labor GmbH	Filip Sima, Alexandra Wagner, Kristina Bavrka Kolenc, Lucia Castello, Hannes Hagen, Abhishek Mitra, So Jung Han	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/Austria/LB-R00072-S360/2022	betacoronavirus	EPI_ISL_12472152	?	2022-04-26	Europe	Austria	Vienna		Europe	Austria	Vienna	genome	29346	Human	unknown	unknown	?	BA.4	GRA	Lifebrain Covid Labor GmbH	Lifebrain Covid Labor GmbH	Filip Sima, Alexandra Wagner, Kristina Bavrka Kolenc, Lucia Castello, Hannes Hagen, Abhishek Mitra, So Jung Han	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/Austria/LB-R00072-S361/2022	betacoronavirus	EPI_ISL_12472153	?	2022-04-27	Europe	Austria	Vienna		Europe	Austria	Vienna	genome	29366	Human	unknown	unknown	?	BA.4	GRA	Lifebrain Covid Labor GmbH	Lifebrain Covid Labor GmbH	Filip Sima, Alexandra Wagner, Kristina Bavrka Kolenc, Lucia Castello, Hannes Hagen, Abhishek Mitra, So Jung Han	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/Austria/LB-R00072-S362/2022	betacoronavirus	EPI_ISL_12472154	?	2022-04-27	Europe	Austria	Vienna		Europe	Austria	Vienna	genome	29404	Human	unknown	unknown	?	BA.4	GRA	Lifebrain Covid Labor GmbH	Lifebrain Covid Labor GmbH	Filip Sima, Alexandra Wagner, Kristina Bavrka Kolenc, Lucia Castello, Hannes Hagen, Abhishek Mitra, So Jung Han	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/Austria/LB-R00072-S366/2022	betacoronavirus	EPI_ISL_12472155	?	2022-04-27	Europe	Austria	Vienna		Europe	Austria	Vienna	genome	29403	Human	unknown	unknown	?	BA.4	GRA	Lifebrain Covid Labor GmbH	Lifebrain Covid Labor GmbH	Filip Sima, Alexandra Wagner, Kristina Bavrka Kolenc, Lucia Castello, Hannes Hagen, Abhishek Mitra, So Jung Han	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/Denmark/DCGC-503974/2022	betacoronavirus	EPI_ISL_12472206	?	2022-04-26	Europe	Denmark	Hovedstaden		Europe	Denmark	Hovedstaden	genome	29740	Human	unknown	unknown	?	BA.4	GRA	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	Statens Serum Institut  Bioinformatics and Microbial Genomics	Danish Covid-19 Genome Consortium	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/Denmark/DCGC-504119/2022	betacoronavirus	EPI_ISL_12472350	?	2022-04-26	Europe	Denmark	Syddanmark		Europe	Denmark	Syddanmark	genome	29740	Human	unknown	unknown	?	BA.4	GRA	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	Statens Serum Institut  Bioinformatics and Microbial Genomics	Danish Covid-19 Genome Consortium	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/Denmark/DCGC-504706/2022	betacoronavirus	EPI_ISL_12473024	?	2022-04-26	Europe	Denmark	Syddanmark		Europe	Denmark	Syddanmark	genome	29806	Human	unknown	unknown	?	BA.4	GRA	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	Statens Serum Institut  Bioinformatics and Microbial Genomics	Danish Covid-19 Genome Consortium	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/SouthAfrica/SU-NHLS_4666/2022	betacoronavirus	EPI_ISL_12473861	?	2022-04-19	Africa	South Africa	Western Cape	Cape Town Metro	Africa	South Africa	Western Cape	genome	29637	Human	36	Male	?	BA.4	GRA	PathCare, Cape Town	Division of Medical Virology, National Health Laboratory Service (NHLS), Tygerberg Hospital / Stellenbosch University	Jean Maritz, Nadine Cronje, Petra Raimond, Tongai Maponga, Shannon Wilson, Gert van Zyl, Wolfgang Preiser	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/SouthAfrica/SU-NHLS_4669/2022	betacoronavirus	EPI_ISL_12473864	?	2022-04-17	Africa	South Africa	Western Cape	Cape Town Metro	Africa	South Africa	Western Cape	genome	29637	Human	38	Female	?	BA.4	GRA	PathCare, Cape Town	Division of Medical Virology, National Health Laboratory Service (NHLS), Tygerberg Hospital / Stellenbosch University	Jean Maritz, Nadine Cronje, Petra Raimond, Tongai Maponga, Shannon Wilson, Gert van Zyl, Wolfgang Preiser	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/SouthAfrica/SU-NHLS_4713/2022	betacoronavirus	EPI_ISL_12473878	?	2022-04-21	Africa	South Africa	Western Cape	Swartland Local Municipality	Africa	South Africa	Western Cape	genome	29648	Human	45	Female	?	BA.4	GRA	Division of Medical Virology, National Health Laboratory Service (NHLS), Tygerberg Hospital / Stellenbosch University	Division of Medical Virology, National Health Laboratory Service (NHLS), Tygerberg Hospital / Stellenbosch University	Susan Engelbrecht, Tongai Maponga, Shannon Wilson, Mathilda Claassen, Tania Stander, Gert van Zyl, Wolfgang Preiser	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/SouthAfrica/SU-NHLS_4721/2022	betacoronavirus	EPI_ISL_12473881	?	2022-04-22	Africa	South Africa	Western Cape	Cape Town Metro	Africa	South Africa	Western Cape	genome	29637	Human	61	Female	?	BA.4	GRA	Division of Medical Virology, National Health Laboratory Service (NHLS), Tygerberg Hospital / Stellenbosch University	Division of Medical Virology, National Health Laboratory Service (NHLS), Tygerberg Hospital / Stellenbosch University	Susan Engelbrecht, Tongai Maponga, Shannon Wilson, Mathilda Claassen, Tania Stander, Gert van Zyl, Wolfgang Preiser	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/SouthAfrica/SU-NHLS_4729/2022	betacoronavirus	EPI_ISL_12473885	?	2022-04-20	Africa	South Africa	Western Cape	Cape Town Metro	Africa	South Africa	Western Cape	genome	29637	Human	54	Female	?	BA.4	GRA	Division of Medical Virology, National Health Laboratory Service (NHLS), Tygerberg Hospital / Stellenbosch University	Division of Medical Virology, National Health Laboratory Service (NHLS), Tygerberg Hospital / Stellenbosch University	Susan Engelbrecht, Tongai Maponga, Shannon Wilson, Mathilda Claassen, Tania Stander, Gert van Zyl, Wolfgang Preiser	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/SouthAfrica/SU-NHLS_4733/2022	betacoronavirus	EPI_ISL_12473889	?	2022-04-19	Africa	South Africa	Western Cape	Cape Winelands	Africa	South Africa	Western Cape	genome	29637	Human	30	Female	?	BA.4	GRA	Division of Medical Virology, National Health Laboratory Service (NHLS), Tygerberg Hospital / Stellenbosch University	Division of Medical Virology, National Health Laboratory Service (NHLS), Tygerberg Hospital / Stellenbosch University	Susan Engelbrecht, Tongai Maponga, Shannon Wilson, Mathilda Claassen, Tania Stander, Gert van Zyl, Wolfgang Preiser	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/SouthAfrica/NCV1119/2022	betacoronavirus	EPI_ISL_12474407	?	2022-04-12	Africa	South Africa	Gauteng	City of Johannesburg Metro Region E	Africa	South Africa	Gauteng	genome	29708	Human	68	Male	?	BA.4	GRA	National Health Laboratory Services, Virology	National Health Laboratory Services, Virology	Kathleen Subramoney, Nkhensani Mtileni, Ashlyn S. C. Davis, Florette K. Treurnicht	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/SouthAfrica/NCV1121/2022	betacoronavirus	EPI_ISL_12474409	?	2022-04-08	Africa	South Africa	Gauteng	City of Johannesburg Metro Region C	Africa	South Africa	Gauteng	genome	29708	Human	40	Female	?	BA.4	GRA	National Health Laboratory Services, Virology	National Health Laboratory Services, Virology	Kathleen Subramoney, Nkhensani Mtileni, Ashlyn S. C. Davis, Florette K. Treurnicht	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/SouthAfrica/NCV1122/2022	betacoronavirus	EPI_ISL_12474410	?	2022-04-07	Africa	South Africa	Gauteng	City of Johannesburg Metro Region F	Africa	South Africa	Gauteng	genome	29708	Human	unknown	Female	?	BA.4	GRA	National Health Laboratory Services, Virology	National Health Laboratory Services, Virology	Kathleen Subramoney, Nkhensani Mtileni, Ashlyn S. C. Davis, Florette K. Treurnicht	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/SouthAfrica/NCV1126/2022	betacoronavirus	EPI_ISL_12474413	?	2022-04-08	Africa	South Africa	Gauteng	City of Johannesburg Metro Region C	Africa	South Africa	Gauteng	genome	29708	Human	16	Female	?	BA.4	GRA	National Health Laboratory Services, Virology	National Health Laboratory Services, Virology	Kathleen Subramoney, Nkhensani Mtileni, Ashlyn S. C. Davis, Florette K. Treurnicht	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/SouthAfrica/NCV1129/2022	betacoronavirus	EPI_ISL_12474415	?	2022-04-11	Africa	South Africa	Gauteng	City of Johannesburg Metro Region E	Africa	South Africa	Gauteng	genome	29717	Human	19	Male	?	BA.4	GRA	National Health Laboratory Services, Virology	National Health Laboratory Services, Virology	Kathleen Subramoney, Nkhensani Mtileni, Ashlyn S. C. Davis, Florette K. Treurnicht	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/SouthAfrica/NCV1131/2022	betacoronavirus	EPI_ISL_12474417	?	2022-04-08	Africa	South Africa	Gauteng	City of Johannesburg Metro Region F	Africa	South Africa	Gauteng	genome	29708	Human	24	Female	?	BA.4	GRA	National Health Laboratory Services, Virology	National Health Laboratory Services, Virology	Kathleen Subramoney, Nkhensani Mtileni, Ashlyn S. C. Davis, Florette K. Treurnicht	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/SouthAfrica/NCV1132/2022	betacoronavirus	EPI_ISL_12474418	?	2022-04-12	Africa	South Africa	Gauteng	City of Johannesburg Metro Region B	Africa	South Africa	Gauteng	genome	29702	Human	33	Male	?	BA.4	GRA	National Health Laboratory Services, Virology	National Health Laboratory Services, Virology	Kathleen Subramoney, Nkhensani Mtileni, Ashlyn S. C. Davis, Florette K. Treurnicht	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/SouthAfrica/NCV1133/2022	betacoronavirus	EPI_ISL_12474419	?	2022-04-12	Africa	South Africa	Gauteng	City of Johannesburg Metro Region B	Africa	South Africa	Gauteng	genome	29708	Human	16	Female	?	BA.4	GRA	National Health Laboratory Services, Virology	National Health Laboratory Services, Virology	Kathleen Subramoney, Nkhensani Mtileni, Ashlyn S. C. Davis, Florette K. Treurnicht	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/SouthAfrica/NCV1137/2022	betacoronavirus	EPI_ISL_12474423	?	2022-04-08	Africa	South Africa	Gauteng	City of Johannesburg Metro Region C	Africa	South Africa	Gauteng	genome	29708	Human	39	Female	?	BA.4	GRA	National Health Laboratory Services, Virology	National Health Laboratory Services, Virology	Kathleen Subramoney, Nkhensani Mtileni, Ashlyn S. C. Davis, Florette K. Treurnicht	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/SouthAfrica/NCV1140/2022	betacoronavirus	EPI_ISL_12474426	?	2022-04-12	Africa	South Africa	Gauteng	City of Johannesburg Metro Region F	Africa	South Africa	Gauteng	genome	29708	Human	41	Male	?	BA.4	GRA	National Health Laboratory Services, Virology	National Health Laboratory Services, Virology	Kathleen Subramoney, Nkhensani Mtileni, Ashlyn S. C. Davis, Florette K. Treurnicht	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/SouthAfrica/NCV1142/2022	betacoronavirus	EPI_ISL_12474427	?	2022-04-12	Africa	South Africa	Gauteng	City of Johannesburg Metro Region E	Africa	South Africa	Gauteng	genome	29708	Human	40	Female	?	BA.4	GRA	National Health Laboratory Services, Virology	National Health Laboratory Services, Virology	Kathleen Subramoney, Nkhensani Mtileni, Ashlyn S. C. Davis, Florette K. Treurnicht	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/SouthAfrica/NCV1144/2022	betacoronavirus	EPI_ISL_12474428	?	2022-04-08	Africa	South Africa	Gauteng	City of Johannesburg Metro Region C	Africa	South Africa	Gauteng	genome	29708	Human	31	Male	?	BA.4	GRA	National Health Laboratory Services, Virology	National Health Laboratory Services, Virology	Kathleen Subramoney, Nkhensani Mtileni, Ashlyn S. C. Davis, Florette K. Treurnicht	https://www.gisaid.org/	?	?	2022-05-03	?
hCoV-19/SouthAfrica/NCV1145/2022	betacoronavirus	EPI_ISL_12474429	?	2022-04-11	Africa	South Africa	Gauteng	City of Johannesburg Metro Region E	Africa	South Africa	Gauteng	genome	29708	Human	64	Female	?	BA.4	GRA	National Health Laboratory Services, Virology	National Health Laboratory Services, Virology	Kathleen Subramoney, Nkhensani Mtileni, Ashlyn S. C. Davis, Florette K. Treurnicht	https://www.gisaid.org/	?	?	2022-05-03	?
